Animal Genome Size Data:: www.genomesize.com,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Data downloaded under intellectual property agreement on Tuesday 06th of November 2012 02:10:15 AM by David Orme, d.orme@imperial.ac.uk",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Phylum,Sub Phylum,Class,Order,Family,Species,Common Name,C-value,Chrom num,Method,Cell type,Std sp,References,References
Chordata,Vertebrata,Mammalia,Rodentia,Bathyergidae,Bathyergus suillus,Cape dune mole-rat,2.90,56.00,FCM,KC,GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Bathyergidae,Cryptomys damarensis,Damaraland mole-rat,3.60,74-78,FCM,KC,GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Bathyergidae,Cryptomys hottentotus,African mole-rat,3.40,54.00,FCM,SP,GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Bathyergidae,Georhychus capensis,African mole-rat,3.20,54.00,FCM,KC,GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Bathyergidae,Heliophobius argenteocinereus,African silvery mole-rat,3.05,,FCM,KC,GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Bathyergidae,Heterocephalus glaber,Naked mole-rat,2.90,,FCM,KC,GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Caviidae,Cavia porcellus,Guinea pig,3.44,,BCA,LV,HS,"Vendrely, R. and C. Vendrely (1948). La teneur du noyau cellulaire en acide désoxyribonucléique à travers les organes, les individus et les espèces animales: Techniques et premiers résultats. Experientia 4: 434-436.",
Chordata,Vertebrata,Mammalia,Rodentia,Caviidae,Cavia porcellus,Guinea pig,3.50,,SCF,LK,HS,"De Smet, W.H.O. (1981). The nuclear Feulgen-DNA content of the vertebrates (especially reptiles), as measured by fluorescence cytophotometry, with notes on the cell and chromosome size. Acta Zoologica et Pathologica Antverpiensia 76: 119-167.",
Chordata,Vertebrata,Mammalia,Rodentia,Caviidae,Cavia porcellus,Guinea pig,3.64,,FD,LG,HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Rodentia,Caviidae,Cavia porcellus,Guinea pig,3.92,64.00,FCM,SP,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Mammalia,Rodentia,Caviidae,Cavia porcellus,Guinea pig,4.10,,FCM,"KC, LV, SP",GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Caviidae,Cavia porcellus,Guinea pig,4.41,,FD,LV,HS,"Bachmann, K. (1972). Genome size in mammals. Chromosoma 35: 85-93.",
Chordata,Vertebrata,Mammalia,Rodentia,Caviidae,Cavia tschudii,Wild guinea pig,4.55,,FCM,KC,GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Caviidae,Dolichotis patagonum,Patagonian cavy,3.70,64.00,FCM,LV,GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Caviidae,Dolichotis salinicola,Mara,3.85,,FCM,"KC, LV",GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Caviidae,Galea musteloides,Cui,3.95,68.00,FCM,KC,GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Caviidae,Microcavia australis,Rock cavy,3.10,,FCM,"KC, LV",GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Chinchillidae,Chinchilla laniger,Chinchilla,3.96,64.00,FD,LV,HS,"Bachmann, K. (1972). Genome size in mammals. Chromosoma 35: 85-93.",
Chordata,Vertebrata,Mammalia,Rodentia,Chinchillidae,Lagostomus maximus,Plains viscacha,3.30,56.00,FCM,LV,GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Ctenomyidae,Ctenomys boliviensis,Tuco-tuco,3.77,46.00,FCM,KC,GD,"Ruedas, L.A., J.A. Cook, T.L. Yates, and J.W. Bickham (1993). Conservative genome size and rapid chromosomal evolution in the South American tuco-tucos (Rodentia: Ctenomyidae). Genome 36: 449-458.",
Chordata,Vertebrata,Mammalia,Rodentia,Ctenomyidae,Ctenomys boliviensis,Tuco-tuco,4.30,,FCM,"KC, LV",GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Ctenomyidae,Ctenomys conoveri,Tuco-tuco,3.90,48.00,FCM,KC,GD,"Ruedas, L.A., J.A. Cook, T.L. Yates, and J.W. Bickham (1993). Conservative genome size and rapid chromosomal evolution in the South American tuco-tucos (Rodentia: Ctenomyidae). Genome 36: 449-458.",
Chordata,Vertebrata,Mammalia,Rodentia,Ctenomyidae,Ctenomys fochi,Tuco-tuco,4.55,,FCM,KC,GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Ctenomyidae,Ctenomys frater,Tuco-tuco,3.77,52.00,FCM,KC,GD,"Ruedas, L.A., J.A. Cook, T.L. Yates, and J.W. Bickham (1993). Conservative genome size and rapid chromosomal evolution in the South American tuco-tucos (Rodentia: Ctenomyidae). Genome 36: 449-458.",
Chordata,Vertebrata,Mammalia,Rodentia,Ctenomyidae,Ctenomys leucodon,Tuco-tuco,3.88,36.00,FCM,KC,GD,"Ruedas, L.A., J.A. Cook, T.L. Yates, and J.W. Bickham (1993). Conservative genome size and rapid chromosomal evolution in the South American tuco-tucos (Rodentia: Ctenomyidae). Genome 36: 449-458.",
Chordata,Vertebrata,Mammalia,Rodentia,Ctenomyidae,Ctenomys lewisi,Tuco-tuco,3.56,56.00,FCM,KC,GD,"Ruedas, L.A., J.A. Cook, T.L. Yates, and J.W. Bickham (1993). Conservative genome size and rapid chromosomal evolution in the South American tuco-tucos (Rodentia: Ctenomyidae). Genome 36: 449-458.",
Chordata,Vertebrata,Mammalia,Rodentia,Ctenomyidae,Ctenomys mendocinus,Tuco-tuco,4.90,48.00,FCM,"KC, LV",GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Ctenomyidae,Ctenomys opimus,Tuco-tuco,2.80,,FCM,NS,NS,"Rossi, M.S., C.A. Redi, G. Viale, A.I. Massarini, and E. Capanna (1995). Chromosomal distribution of the major satellite DNA of South American rodents of the genus Ctenomys. Cytogenetics and Cell Genetics 69: 179-184.",
Chordata,Vertebrata,Mammalia,Rodentia,Ctenomyidae,Ctenomys opimus,Tuco-tuco,3.16,26.00,FCM,KC,GD,"Ruedas, L.A., J.A. Cook, T.L. Yates, and J.W. Bickham (1993). Conservative genome size and rapid chromosomal evolution in the South American tuco-tucos (Rodentia: Ctenomyidae). Genome 36: 449-458.",
Chordata,Vertebrata,Mammalia,Rodentia,Ctenomyidae,Ctenomys opimus,Tuco-tuco,4.80,,FCM,KC,GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Ctenomyidae,Ctenomys porteousi,Tuco-tuco,3.20,48.00,FCM,NS,NS,"Rossi, M.S., C.A. Redi, G. Viale, A.I. Massarini, and E. Capanna (1995). Chromosomal distribution of the major satellite DNA of South American rodents of the genus Ctenomys. Cytogenetics and Cell Genetics 69: 179-184.",
Chordata,Vertebrata,Mammalia,Rodentia,Ctenomyidae,Ctenomys steinbachi,Tuco-tuco,3.73,10.00,FCM,KC,GD,"Ruedas, L.A., J.A. Cook, T.L. Yates, and J.W. Bickham (1993). Conservative genome size and rapid chromosomal evolution in the South American tuco-tucos (Rodentia: Ctenomyidae). Genome 36: 449-458.",
Chordata,Vertebrata,Mammalia,Rodentia,Echimyidae,Proechimys cayennensis,Cayenne spiny rat,5.47,40.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Echimyidae,Proechimys guairae,Guaira spiny rat,6.21,42-62,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Echimyidae,Proechimys guairae guairae,Venezuelan spiny-rat,6.25,48.00,FD,LK,"GD, MM","Garagna, S., A. Pérez-Zapata, M. Zuccotti, S. Mascheretti, N. Marziliano, C.A. Redi, M. Aguilera, and E. Capanna (1997). Genome composition in Venezuelan spiny-rats of the genus Proechimys (Rodentia, Echimyidae). I. Genome size, C-heterochromatin and repe",
Chordata,Vertebrata,Mammalia,Rodentia,Echimyidae,Proechimys semispinosus,Central American spiny rat,3.85,30.00,FCM,KC,GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Echimyidae,Proechimys trinitatis,Trinidad spiny rat,6.25,62.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Echimyidae,Proechimys trinitatis,Venezuelan spiny-rat,6.30,62.00,FD,LK,"GD, MM","Garagna, S., A. Pérez-Zapata, M. Zuccotti, S. Mascheretti, N. Marziliano, C.A. Redi, M. Aguilera, and E. Capanna (1997). Genome composition in Venezuelan spiny-rats of the genus Proechimys (Rodentia, Echimyidae). I. Genome size, C-heterochromatin and repe",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Geomys attwateri,Eastern pocket gopher,3.31,,FCM,KC,"GD, MM","Burton, D.W. and J.W. Bickham (1989). Heterochromatin variation and DNA content conservatism in Geomys attwateri and G. breviceps (Rodentia: Geomyidae). Journal of Mammalogy 70: 580-591.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Geomys breviceps,Eastern pocket gopher,3.35,72.00,FCM,KC,"GD, MM","Burton, D.W. and J.W. Bickham (1989). Heterochromatin variation and DNA content conservatism in Geomys attwateri and G. breviceps (Rodentia: Geomyidae). Journal of Mammalogy 70: 580-591.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Geomys bursarius major,Eastern pocket gopher,3.67,72.00,FCM,SP,GD,"Bradley, R.D., S.K. Davis, S.F. Lockwood, J.W. Bickham, and R.J. Baker (1991). Hybrid breakdown and cellular-DNA content in a contact zone between two species of pocket gophers (Geomys). Journal of Mammalogy 72: 697-705.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Geomys knoxjonesi,Eastern pocket gopher,3.67,70.00,FCM,SP,GD,"Bradley, R.D., S.K. Davis, S.F. Lockwood, J.W. Bickham, and R.J. Baker (1991). Hybrid breakdown and cellular-DNA content in a contact zone between two species of pocket gophers (Geomys). Journal of Mammalogy 72: 697-705.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys bottae actuosus,Western pocket gopher,4.21,76.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys bottae alienus,Western pocket gopher,4.71,76.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys bottae bottae,Western pocket gopher,5.30,76.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys bottae fulvus,Western pocket gopher,4.58,76.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys bottae grahamensis,Western pocket gopher,4.86,76.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys bottae ingens,Western pocket gopher,5.26,76.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys bottae internatus,Western pocket gopher,4.30,88.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys bottae laticeps,Western pocket gopher,5.01,76.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys bottae leucodon,Western pocket gopher,4.98,76.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys bottae mewa,Western pocket gopher,5.22,76.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys bottae minor,Western pocket gopher,5.19,76.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys bottae morulus,Western pocket gopher,4.38,76.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys bottae planorum,Western pocket gopher,5.37,76.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys bottae ruidosae,Western pocket gopher,4.67,76.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys bottae sylvifugus,Western pocket gopher,5.59,76.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys monticola,Western pocket gopher,2.17,40.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys talpoides fossor,Western pocket gopher,2.57,48.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys townsendii relictus,Western pocket gopher,5.20,76.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys townsendii similis,Western pocket gopher,5.38,76.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys townsendii townsendii,Western pocket gopher,5.60,76.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Geomyidae,Thomomys umbrinus intermedius,Western pocket gopher,4.38,78.00,FCM,SP,MM,"Sherwood, S.W. and J.L. Patton (1982). Genome evolution in pocket gophers (genus Thomomys). II. Variation in cellular DNA content. Chromosoma 85: 163-179.",
Chordata,Vertebrata,Mammalia,Rodentia,Heteromyidae,Dipodomys agilis perplexus,Kangaroo rat,4.12,62.00,GCD,LV,MM,"Hatch, F.T., A.J. Bodner, J.A. Mazrimas, and D.H. Moore (1976). Satellite DNA and cytogenetic evolution: DNA quantity, satellite DNA and karyotypic variations in kangaroo rats (Genus Dipodomys). Chromosoma 58: 155-168.",
Chordata,Vertebrata,Mammalia,Rodentia,Heteromyidae,Dipodomys deserti deserti,Kangaroo rat,3.82,64.00,GCD,LV,MM,"Hatch, F.T., A.J. Bodner, J.A. Mazrimas, and D.H. Moore (1976). Satellite DNA and cytogenetic evolution: DNA quantity, satellite DNA and karyotypic variations in kangaroo rats (Genus Dipodomys). Chromosoma 58: 155-168.",
